order_id,customer_id,restaurant_name,cuisine_type,order_datetime,delivery_time_mins,delivery_partner_id,distance_km,order_value_inr,discount_applied_inr,rating,peak_hour,order_status,city
SW9939524,USR966704,Box8,Biryani,2023-08-25 11:27:03,24,DE94903,6.4,348,75.0,3.2,No,Delivered,Jaipur
SW8294270,USR398993,Udipi Palace,North Indian,2023-08-25 14:43:39,53,DE82197,4.7,537,0.0,3.7,Yes,Delivered,Kolkata
SW2290206,USR590796,The Beer Cafe,Desserts,2023-08-25 18:00:16,41,DE77458,9.5,532,0.0,5.0,No,Cancelled,Jaipur
SW3088218,USR415604,Paradise Biryani,NORTH INDIAN,2023-08-25 21:16:52,41,DE44693,0.6,115,0.0,4.1,Yes,Delivered,Chennai
SW1358792,USR999481,Chaayos,Pizza,2023-08-26 00:33:29,36,DE16775,2.5,338,0.0,3.2,No,Delivered,Delhi
SW3322076,USR785076,Pind Balluchi,NORTH INDIAN,2023-08-26 03:50:05,39,DE98232,,565,0.0,4.0,No,Delivered,Kolkata
SW6420644,USR664011,Chaayos,North Indian,2023-08-26 07:06:42,33,DE73209,2.9,144,0.0,3.6,No,Delivered,Hyderabad
SW4763896,USR281673,Pind Balluchi,Mughlai,2023-08-26 10:23:18,35,DE95604,6.8,503,0.0,4.0,No,Delivered,Bangalore
SW6266805,USR572436,The Beer Cafe,Desserts,2023-08-26 13:39:55,65,DE39973,8.4,220,0.0,1.7,Yes,Delivered,Mumbai
SW8157182,USR143298,Sagar Ratna,Desserts,2023-08-26 16:56:32,32,DE15505,7.3,1105,0.0,4.0,No,Delivered,Mumbai
SW8155951,USR317717,Wow Momo,biryani,2023-08-26 20:13:08,53,DE40653,6.2,422,30.0,2.1,Yes,cancelled,Bangalore
SW3816404,USR699407,The Beer Cafe,Thai,2023-08-26 23:29:45,33,DE44704,8.5,417,20.0,4.5,No,Delivered,Bangalore
SW1587957,USR804292,Vaango,pizza,2023-08-27 02:46:21,32,DE24131,10.7,176,20.0,,No,Delivered,Chennai
SW5991406,USR372198,Barbeque Nation,Fast Food,2023-08-27 06:02:58,34,DE70450,8.4,1259,20.0,3.0,No,Cancelled,Jaipur
SW2955410,USR536127,The Beer Cafe,pizza,2023-08-27 09:19:34,20,DE22921,8.2,150,150.0,3.3,No,delivered,Bangalore
SW4647309,USR279897,Pizza Hut,Desserts,2023-08-27 12:36:11,53,DE10187,11.1,392,20.0,3.4,Yes,Delivered,Kolkata
SW4901697,USR139798,Social,Thai,2023-08-27 15:52:47,42,DE10914,11.5,307,20.0,4.9,No,Delivered,Jaipur
SW6615455,USR529825,Paradise Biryani,pizza,2023-08-27 19:09:24,52,DE97643,2.9,1796,50.0,2.1,Yes,Delivered,Jaipur
SW5564792,USR955147,Hyderabad House,Pizza,2023-08-27 22:26:00,58,DE88788,4.3,423,30.0,4.0,Yes,Delivered,Hyderabad
SW8289007,USR847007,Chaayos,Mughlai,2023-08-28 01:42:37,30,DE93991,0.6,1965,0.0,3.8,No,Delivered,Delhi
SW2948808,USR188239,Haldiram's,Chinese,2023-08-28 04:59:14,23,DE52057,4.6,1017,0.0,,No,Delivered,Mumbai
SW6653021,USR991061,Biryani Blues,Burgers,2023-08-28 08:15:50,33,DE74030,8.8,152,0.0,3.1,No,Delivered,Jaipur
SW2824417,USR989920,Subway,south indian,2023-08-28 11:32:27,31,DE94734,11.7,204,0.0,4.9,No,Delivered,Pune
SW9226662,USR500455,Smoke House Deli,chinese,2023-08-28 14:49:03,52,DE53309,0.7,1134,0.0,2.4,Yes,Delivered,Hyderabad
SW7711333,USR173260,Hyderabad House,chinese,2023-08-28 18:05:40,44,DE56895,1.8,1775,75.0,3.9,No,DELIVERED,Delhi
SW8636404,USR982722,KFC,Rolls,2023-08-28 21:22:16,43,DE83301,6.5,117,75.0,3.1,Yes,Delivered,Bengaluru
SW1064246,USR576389,Paradise Biryani,BIRYANI,2023-08-29 00:38:53,34,DE52226,1.8,191,,3.3,No,Delivered,delhi
SW8164600,USR288125,Biryani Blues,Chinese,2023-08-29 03:55:29,38,DE54520,1.1,502,20.0,3.6,No,Delivered,Delhi
SW3621784,USR260800,Smoke House Deli,pizza,2023-08-29 07:12:06,28,DE60783,5.6,1888,,3.5,No,Delivered,Pune
SW4356410,USR560181,Pizza Hut,Burgers,2023-08-29 10:28:43,39,DE13352,8.8,417,0.0,,No,Out for Delivery,Jaipur
SW9477411,USR295418,Smoke House Deli,Biryani,2023-08-29 13:45:19,58,DE46892,4.4,520,0.0,3.1,Yes,Delivered,Mumbai
SW3248215,USR138855,Domino's Pizza,south indian,2023-08-29 17:01:56,31,DE52158,2.9,2475,0.0,4.5,No,Delivered,delhi
SW8233550,USR496973,Behrouz Biryani,Rolls,2023-08-29 20:18:32,57,DE84840,4.5,388,20.0,2.2,Yes,Delivered,Jaipur
SW5488142,USR550325,Haldiram's,CHINESE,2023-08-29 23:35:09,23,DE85277,2.0,586,0.0,3.8,No,delivered,Pune
SW8743325,USR862886,The Beer Cafe,biryani,2023-08-30 02:51:45,22,DE24019,4.6,220,0.0,,No,Delivered,delhi
SW5550704,USR485213,McDonald's,pizza,2023-08-30 06:08:22,36,DE29575,6.2,2372,100.0,4.6,No,Delivered,delhi
SW6346031,USR334666,Paradise Biryani,BIRYANI,2023-08-30 09:24:58,37,DE11449,1.3,342,0.0,5.0,No,delivered,Bengaluru
SW5547201,USR225150,Smoke House Deli,Pizza,2023-08-30 12:41:35,48,DE41053,6.8,380,30.0,3.8,Yes,Delivered,Jaipur
SW4183267,USR527257,Domino's Pizza,Burgers,2023-08-30 15:58:11,22,DE12942,6.4,793,0.0,4.3,No,Cancelled,Jaipur
SW7559858,USR121600,Social,Thai,2023-08-30 19:14:48,47,DE50576,5.2,384,30.0,3.9,Yes,Delivered,Jaipur
SW3070234,USR932367,Saravana Bhavan,NORTH INDIAN,2023-08-30 22:31:25,57,DE41517,7.7,606,0.0,2.3,Yes,Out for Delivery,Kolkata
SW2948793,USR301141,Faasos,Rolls,2023-08-31 01:48:01,30,DE19205,11.2,288,150.0,4.1,No,Delivered,Bangalore
SW7547293,USR316838,Haldiram's,north indian,2023-08-31 05:04:38,42,DE60458,4.2,324,0.0,4.9,No,Delivered,Bangalore
SW3977910,USR526062,Saravana Bhavan,Burgers,2023-08-31 08:21:14,43,DE12458,2.0,531,0.0,3.1,No,Delivered,Kolkata
SW9434512,USR698966,Wow Momo,Thai,2023-08-31 11:37:51,20,DE40907,9.0,221,0.0,3.2,No,Delivered,Pune
SW2689192,USR771859,Box8,chinese,2023-08-31 14:54:27,36,DE48185,3.4,94,0.0,3.8,Yes,Delivered,Hyderabad
SW6793755,USR899818,Behrouz Biryani,Continental,2023-08-31 18:11:04,33,DE62780,8.8,218,30.0,,No,Delivered,Bengaluru
SW3367476,USR749494,Chaayos,North Indian,2023-08-31 21:27:40,40,DE91088,3.7,227,20.0,4.1,Yes,Delivered,Bengaluru
SW9001865,USR666696,Hyderabad House,Thai,2023-09-01 00:44:17,28,DE16308,1.8,533,0.0,4.9,No,Delivered,Delhi
SW1287926,USR750566,Burger King,Biryani,2023-09-01 04:00:54,21,DE61749,,96,0.0,4.2,No,Delivered,Bengaluru
SW1359477,USR401310,Sagar Ratna,Fast Food,2023-09-01 07:17:30,33,DE16426,6.6,159,,4.7,No,Delivered,Hyderabad
SW3577866,USR100046,Wow Momo,chinese,2023-09-01 10:34:07,27,DE48211,9.1,296,150.0,4.2,No,Delivered,Mumbai
SW2899224,USR760536,Pizza Hut,BIRYANI,2023-09-01 13:50:43,65,DE53329,5.0,230,30.0,1.3,Yes,Delivered,Jaipur
SW7791067,USR118220,Punjab Grill,South Indian,2023-09-01 17:07:20,20,DE75009,10.9,386,50.0,4.8,No,Cancelled,Jaipur
SW9900791,USR849019,Domino's Pizza,north indian,2023-09-01 20:23:56,58,DE99036,,360,30.0,2.9,Yes,Delivered,Pune
SW4708172,USR536417,Sagar Ratna,biryani,2023-09-01 23:40:33,24,DE17468,10.0,272,50.0,4.3,No,Delivered,Pune
SW7300757,USR865372,Punjab Grill,NORTH INDIAN,2023-09-02 02:57:09,22,DE77229,,2485,20.0,4.6,No,Delivered,delhi
SW2974276,USR504240,Box8,North Indian,2023-09-02 06:13:46,43,DE11979,7.2,1671,,3.5,No,Delivered,Bangalore
SW4340777,USR170958,Moti Mahal,NORTH INDIAN,2023-09-02 09:30:22,24,DE67695,6.0,478,0.0,3.1,No,DELIVERED,Bengaluru
SW3640417,USR569676,Udipi Palace,BIRYANI,2023-09-02 12:46:59,38,DE41892,8.0,260,150.0,,Yes,Delivered,Mumbai
SW2222596,USR176218,KFC,Rolls,2023-09-02 16:03:36,36,DE89923,3.7,313,50.0,4.6,No,Delivered,Delhi
SW5734085,USR388351,The Beer Cafe,Thai,2023-09-02 19:20:12,37,DE50045,6.7,288,,3.4,Yes,Delivered,Kolkata
SW1372331,USR105666,Wow Momo,Continental,2023-09-02 22:36:49,43,DE65169,8.3,137,0.0,3.4,Yes,Delivered,Jaipur
SW2626241,USR637723,Punjab Grill,Mughlai,2023-09-03 01:53:25,41,DE40455,,499,0.0,,No,Delivered,Pune
SW7666035,USR574749,Chaayos,north indian,2023-09-03 05:10:02,35,DE83688,9.2,1361,0.0,3.5,No,Cancelled,Bengaluru
SW3745509,USR109280,Pind Balluchi,biryani,2023-09-03 08:26:38,37,DE42710,5.9,490,30.0,4.9,No,Delivered,delhi
SW2236322,USR527922,Smoke House Deli,Fast Food,2023-09-03 11:43:15,39,DE90658,,561,,3.7,No,Delivered,Mumbai
SW3718632,USR931638,Social,BIRYANI,2023-09-03 14:59:51,33,DE24090,11.4,295,0.0,3.2,Yes,Delivered,delhi
SW1757312,USR160495,Box8,chinese,2023-09-03 18:16:28,34,DE20242,10.2,453,,3.5,No,Delivered,Chennai
SW4391908,USR635967,Paradise Biryani,biryani,2023-09-03 21:33:04,63,DE65185,5.4,256,0.0,3.0,Yes,Delivered,Mumbai
SW2316133,USR599195,Faasos,Rolls,2023-09-04 00:49:41,38,DE56509,8.8,425,150.0,3.8,No,Delivered,Bangalore
SW2077988,USR654408,Barbeque Nation,NORTH INDIAN,2023-09-04 04:06:18,33,DE47864,3.1,485,0.0,3.5,No,Delivered,Pune
SW8868937,USR680433,Biryani Blues,pizza,2023-09-04 07:22:54,40,DE75107,3.8,563,0.0,4.9,No,Delivered,Pune
SW5160491,USR196519,Biryani Blues,chinese,2023-09-04 10:39:31,33,DE30144,7.1,278,30.0,4.8,No,Delivered,Hyderabad
SW7086199,USR254580,Cafe Coffee Day,Burgers,2023-09-04 13:56:07,46,DE68116,9.0,779,20.0,2.3,Yes,Delivered,Hyderabad
SW8146809,USR248619,Domino's Pizza,North Indian,2023-09-04 17:12:44,26,DE83921,5.5,417,0.0,4.8,No,Delivered,Chennai
SW6831945,USR596995,Chaayos,Biryani,2023-09-04 20:29:20,48,DE68780,9.6,121,,3.5,Yes,Delivered,Jaipur
SW4802453,USR460830,Moti Mahal,South Indian,2023-09-04 23:45:57,23,DE22012,7.8,912,100.0,4.5,No,Delivered,Delhi
SW1037490,USR847613,Domino's Pizza,Biryani,2023-09-05 03:02:33,32,DE84855,4.1,283,0.0,,No,Delivered,Pune
SW1730337,USR291715,Smoke House Deli,Thai,2023-09-05 06:19:10,37,DE59946,3.7,284,0.0,3.3,No,cancelled,Bengaluru
SW8824865,USR244112,Haldiram's,Continental,2023-09-05 09:35:47,22,DE89945,9.6,126,0.0,4.3,No,Delivered,delhi
SW7381453,USR158659,Sagar Ratna,Chinese,2023-09-05 12:52:23,52,DE68984,3.9,135,20.0,3.0,Yes,Delivered,Kolkata
SW3943960,USR262809,Domino's Pizza,South Indian,2023-09-05 16:09:00,22,DE82884,,513,30.0,4.7,No,Delivered,delhi
SW5152278,USR719951,Burger King,Continental,2023-09-05 19:25:36,61,DE91096,8.9,1150,20.0,2.4,Yes,Delivered,Bengaluru
SW8505209,USR398482,Pind Balluchi,Rolls,2023-09-05 22:42:13,66,DE72560,1.2,557,30.0,1.0,Yes,Delivered,Kolkata
SW1415767,USR914001,Haldiram's,Fast Food,2023-09-06 01:58:49,27,DE62414,2.9,506,,4.1,No,Out for Delivery,Jaipur
SW2274447,USR557093,The Beer Cafe,Biryani,2023-09-06 05:15:26,21,DE39552,10.3,559,0.0,3.5,No,Delivered,delhi
SW4621574,USR231796,Punjab Grill,South Indian,2023-09-06 08:32:02,41,DE50130,6.7,328,100.0,4.1,No,Delivered,Bengaluru
SW3748350,USR835948,Pizza Hut,pizza,2023-09-06 11:48:39,21,DE74013,6.7,401,50.0,5.0,No,Delivered,Bengaluru
SW2007413,USR912461,Moti Mahal,Pizza,2023-09-06 15:05:15,33,DE53402,10.4,148,0.0,4.3,No,Delivered,Hyderabad
SW2343577,USR925419,Barbeque Nation,chinese,2023-09-06 18:21:52,26,DE65350,9.8,133,20.0,4.7,No,Delivered,Kolkata
SW6984163,USR359126,Faasos,Fast Food,2023-09-06 21:38:29,53,DE16636,9.5,373,20.0,2.6,Yes,Delivered,Delhi
SW5002907,USR719481,Social,biryani,2023-09-07 00:55:05,27,DE26787,4.6,267,0.0,3.9,No,Delivered,Chennai
SW3981175,USR621436,McDonald's,Continental,2023-09-07 04:11:42,28,DE52160,2.8,506,100.0,3.6,No,Delivered,delhi
SW7669155,USR492345,Hyderabad House,Thai,2023-09-07 07:28:18,41,DE18179,6.8,248,30.0,5.0,No,delivered,Chennai
SW6732274,USR169954,McDonald's,north indian,2023-09-07 10:44:55,37,DE68218,6.9,1173,0.0,4.9,No,Delivered,Bengaluru
SW7157561,USR266266,Pind Balluchi,Fast Food,2023-09-07 14:01:31,52,DE65591,1.0,608,50.0,3.2,Yes,Delivered,Chennai
SW4468820,USR750879,Biryani Blues,south indian,2023-09-07 17:18:08,25,DE46760,5.3,115,,4.7,No,Cancelled,Pune
SW3747225,USR636185,Smoke House Deli,South Indian,2023-09-07 20:34:44,42,DE60925,6.7,309,150.0,4.0,Yes,Delivered,Jaipur
SW7462306,USR107783,Pind Balluchi,north indian,2023-09-07 23:51:21,25,DE48431,6.1,1901,20.0,4.3,No,Out for Delivery,Delhi
SW9694176,USR622606,Udipi Palace,Biryani,2023-09-08 03:07:58,34,DE98251,11.8,496,0.0,3.1,No,Delivered,Pune
SW2791762,USR715944,Paradise Biryani,North Indian,2023-09-08 06:24:34,40,DE63232,2.9,344,,3.1,No,Delivered,Kolkata
SW7059723,USR654614,Social,Desserts,2023-09-08 09:41:11,44,DE86621,2.3,189,30.0,3.6,No,Delivered,Pune
SW2606493,USR395527,Biryani Blues,Mughlai,2023-09-08 12:57:47,64,DE74197,10.6,135,0.0,2.4,Yes,delivered,Delhi
SW9999080,USR360222,Haldiram's,north indian,2023-09-08 16:14:24,23,DE96369,11.3,2172,30.0,,No,Delivered,Jaipur
SW9311175,USR867367,Vaango,NORTH INDIAN,2023-09-08 19:31:00,39,DE17601,10.4,351,30.0,3.8,Yes,Delivered,Chennai
SW2918254,USR407678,The Beer Cafe,pizza,2023-09-08 22:47:37,60,DE18997,10.8,250,0.0,2.0,Yes,Delivered,Hyderabad
SW4739082,USR575174,Social,Burgers,2023-09-09 02:04:13,32,DE48887,6.2,280,0.0,4.7,No,delivered,Delhi
SW2928300,USR282666,Pizza Hut,CHINESE,2023-09-09 05:20:50,32,DE10363,10.7,461,100.0,3.7,No,Delivered,Bengaluru
SW1667047,USR733648,Subway,south indian,2023-09-09 08:37:26,32,DE94032,6.2,234,0.0,4.9,No,Delivered,Bengaluru
SW8651884,USR545643,Pizza Hut,chinese,2023-09-09 11:54:03,43,DE92537,5.0,185,20.0,,No,delivered,Jaipur
SW8344235,USR175609,Sagar Ratna,north indian,2023-09-09 15:10:40,38,DE81168,2.6,279,,4.2,No,Delivered,Kolkata
SW5491702,USR186608,Social,Burgers,2023-09-09 18:27:16,26,DE64531,9.3,351,,3.4,No,Delivered,Jaipur
SW9862763,USR744311,Barbeque Nation,pizza,2023-09-09 21:43:53,60,DE33465,7.3,591,,3.8,Yes,Delivered,Kolkata
SW6434872,USR961511,Box8,Fast Food,2023-09-10 01:00:29,24,DE79763,4.7,400,,3.1,No,Delivered,Chennai
SW7500242,USR110747,Mainland China,pizza,2023-09-10 04:17:06,39,DE43049,0.8,657,0.0,4.3,No,Delivered,Bengaluru
SW9168274,USR501362,Sagar Ratna,CHINESE,2023-09-10 07:33:42,30,DE10967,8.2,384,0.0,4.9,No,Delivered,Jaipur
SW2624416,USR809220,Box8,CHINESE,2023-09-10 10:50:19,29,DE15949,8.6,201,0.0,3.7,No,Delivered,Bangalore
SW4442685,USR862729,Wow Momo,Burgers,2023-09-10 14:06:55,39,DE69566,1.4,569,30.0,4.6,Yes,Delivered,delhi
SW2116136,USR977304,Smoke House Deli,south indian,2023-09-10 17:23:32,41,DE15168,7.1,338,50.0,3.4,No,Delivered,Delhi
SW4737584,USR885610,Chaayos,Rolls,2023-09-10 20:40:09,44,DE60949,4.9,280,20.0,,Yes,Delivered,Pune
SW7068087,USR210034,Faasos,biryani,2023-09-10 23:56:45,40,DE32422,,459,,3.3,No,delivered,Mumbai
SW8402370,USR476987,KFC,Biryani,2023-09-11 03:13:22,34,DE88083,4.5,594,,4.7,No,Delivered,Pune
SW7844744,USR507278,Hyderabad House,BIRYANI,2023-09-11 06:29:58,40,DE14978,8.9,540,0.0,3.2,No,Delivered,Mumbai
SW9564593,USR188037,Barbeque Nation,biryani,2023-09-11 09:46:35,41,DE82508,2.0,249,0.0,4.6,No,Delivered,Pune
SW5614035,USR159606,Saravana Bhavan,Fast Food,2023-09-11 13:03:11,53,DE14889,3.6,232,75.0,2.7,Yes,Delivered,Bangalore
SW2837284,USR442190,Domino's Pizza,pizza,2023-09-11 16:19:48,24,DE48379,8.1,360,,,No,Delivered,Hyderabad
SW5988397,USR114428,Barbeque Nation,NORTH INDIAN,2023-09-11 19:36:24,57,DE98173,9.8,2474,0.0,2.4,Yes,Cancelled,Pune
SW2371697,USR888209,Box8,Mughlai,2023-09-11 22:53:01,52,DE41961,9.3,543,150.0,2.2,Yes,Delivered,Mumbai
SW6043586,USR252841,Punjab Grill,Burgers,2023-09-12 02:09:37,42,DE73642,5.7,107,0.0,4.0,No,Delivered,Hyderabad
SW4537877,USR870028,Faasos,Thai,2023-09-12 05:26:14,23,DE40663,4.0,120,30.0,3.9,No,Delivered,Mumbai
SW6955855,USR327870,Wow Momo,Continental,2023-09-12 08:42:51,28,DE61237,,597,20.0,3.2,No,Delivered,Bangalore
SW7663989,USR633309,Box8,Chinese,2023-09-12 11:59:27,27,DE87502,5.6,226,150.0,4.8,No,delivered,Mumbai
SW7931009,USR910900,Chaayos,Biryani,2023-09-12 15:16:04,27,DE31910,1.8,770,100.0,4.7,No,Delivered,Jaipur
SW9205259,USR875410,Pizza Hut,chinese,2023-09-12 18:32:40,28,DE12187,2.9,433,30.0,3.3,No,Delivered,Kolkata
SW9722189,USR558297,Domino's Pizza,Desserts,2023-09-12 21:49:17,46,DE63778,3.0,263,150.0,3.5,Yes,Delivered,delhi
SW4359818,USR737139,Udipi Palace,Thai,2023-09-13 01:05:53,28,DE20121,3.6,496,0.0,3.7,No,Delivered,Mumbai
SW2711485,USR404842,Social,north indian,2023-09-13 04:22:30,21,DE95450,6.3,313,50.0,3.4,No,Delivered,Bengaluru
SW4294907,USR277412,Biryani Blues,Chinese,2023-09-13 07:39:06,34,DE22129,3.3,446,0.0,4.1,No,Delivered,Bangalore
SW3632232,USR485541,Smoke House Deli,Thai,2023-09-13 10:55:43,29,DE76502,10.6,131,50.0,3.3,No,Delivered,Chennai
SW2150614,USR473950,Smoke House Deli,Burgers,2023-09-13 14:12:19,42,DE89379,11.0,320,,4.7,Yes,Delivered,delhi
SW4993610,USR649880,McDonald's,Desserts,2023-09-13 17:28:56,20,DE52260,11.8,1736,30.0,4.7,No,cancelled,Chennai
SW3338788,USR208469,Pind Balluchi,BIRYANI,2023-09-13 20:45:33,41,DE62529,,184,0.0,4.0,Yes,Out for Delivery,Hyderabad
SW2420779,USR592242,Behrouz Biryani,south indian,2023-09-14 00:02:09,33,DE51499,8.8,427,0.0,4.1,No,Delivered,Bangalore
SW2537806,USR731473,Mainland China,Continental,2023-09-14 03:18:46,35,DE65092,10.6,207,50.0,3.5,No,Out for Delivery,Delhi
SW6298615,USR770780,Haldiram's,Desserts,2023-09-14 06:35:22,43,DE73115,1.2,579,,4.4,No,Delivered,Bengaluru
SW4398462,USR898706,Hyderabad House,pizza,2023-09-14 09:51:59,42,DE13769,10.0,559,0.0,4.2,No,Out for Delivery,Hyderabad
SW7425112,USR425206,Chaayos,Biryani,2023-09-14 13:08:35,44,DE28005,7.3,2043,0.0,4.8,Yes,Delivered,Kolkata
SW2650593,USR698286,Paradise Biryani,Rolls,2023-09-14 16:25:12,27,DE36165,4.0,420,50.0,3.1,No,Delivered,Chennai
SW7765123,USR478018,Cafe Coffee Day,Fast Food,2023-09-14 19:41:48,59,DE67906,7.2,267,20.0,3.2,Yes,delivered,Delhi
SW1190805,USR910998,The Beer Cafe,Pizza,2023-09-14 22:58:25,47,DE81460,6.7,1151,20.0,2.7,Yes,Delivered,Jaipur
SW5467769,USR590144,Moti Mahal,Chinese,2023-09-15 02:15:02,20,DE53291,9.2,1910,,4.2,No,Delivered,Kolkata
SW1209952,USR785102,Box8,Mughlai,2023-09-15 05:31:38,20,DE55669,2.8,559,30.0,4.6,No,Delivered,Mumbai
SW6984603,USR408818,The Beer Cafe,south indian,2023-09-15 08:48:15,23,DE34517,2.9,214,20.0,4.1,No,Delivered,Chennai
SW7536527,USR762492,Wow Momo,Biryani,2023-09-15 12:04:51,53,DE59926,1.5,243,50.0,3.8,Yes,Delivered,Chennai
SW9961139,USR522926,Faasos,CHINESE,2023-09-15 15:21:28,43,DE93998,7.2,133,30.0,5.0,No,Delivered,Delhi
SW3542125,USR971057,Chaayos,pizza,2023-09-15 18:38:04,31,DE33171,8.8,2094,50.0,4.6,No,Delivered,Pune
SW2471832,USR841093,Mainland China,Desserts,2023-09-15 21:54:41,65,DE11394,6.2,107,,,Yes,Delivered,Jaipur
SW9037067,USR345721,Behrouz Biryani,Fast Food,2023-09-16 01:11:17,25,DE87338,6.8,279,75.0,4.9,No,Delivered,Chennai
SW6211041,USR720241,Sagar Ratna,chinese,2023-09-16 04:27:54,26,DE48265,4.0,393,50.0,4.3,No,Delivered,delhi
SW9510179,USR855605,KFC,pizza,2023-09-16 07:44:30,20,DE72246,5.7,1253,50.0,3.8,No,Delivered,Delhi
SW9861307,USR395938,Box8,Continental,2023-09-16 11:01:07,43,DE44839,10.4,516,0.0,3.4,No,Cancelled,delhi
SW4451458,USR865809,Sagar Ratna,south indian,2023-09-16 14:17:44,45,DE89649,10.4,224,75.0,4.7,Yes,Cancelled,Hyderabad
SW1972264,USR760993,Subway,north indian,2023-09-16 17:34:20,34,DE48357,10.0,564,0.0,3.2,No,DELIVERED,Chennai
SW5718845,USR333928,Mainland China,Mughlai,2023-09-16 20:50:57,61,DE46992,1.9,269,100.0,1.5,Yes,Delivered,Delhi
SW7929683,USR554004,Moti Mahal,CHINESE,2023-09-17 00:07:33,31,DE72571,11.7,455,0.0,4.1,No,DELIVERED,Pune
SW9465627,USR170058,Hyderabad House,chinese,2023-09-17 03:24:10,36,DE25446,,229,0.0,4.7,No,Delivered,Delhi
SW6938322,USR428108,Biryani Blues,Burgers,2023-09-17 06:40:46,32,DE18026,11.7,225,0.0,3.8,No,Delivered,Bangalore
SW9269872,USR561533,Hyderabad House,Continental,2023-09-17 09:57:23,40,DE20807,8.4,163,0.0,3.3,No,Delivered,Kolkata
SW4622932,USR141835,Domino's Pizza,Continental,2023-09-17 13:13:59,42,DE86275,10.8,293,30.0,3.3,Yes,Delivered,delhi
SW4595642,USR107048,Box8,south indian,2023-09-17 16:30:36,32,DE42167,8.8,412,0.0,4.2,No,Delivered,Chennai
SW4193740,USR492747,Pind Balluchi,Burgers,2023-09-17 19:47:13,49,DE98636,9.5,101,75.0,2.5,Yes,Delivered,Bengaluru
SW7771759,USR615749,Wow Momo,pizza,2023-09-17 23:03:49,38,DE27047,11.0,124,30.0,3.8,No,Cancelled,Bengaluru
SW5553852,USR712715,Punjab Grill,Desserts,2023-09-18 02:20:26,25,DE80194,11.1,156,,4.6,No,Delivered,Kolkata
SW3665384,USR898736,Wow Momo,Continental,2023-09-18 05:37:02,37,DE23767,3.5,174,0.0,3.3,No,Delivered,Delhi
SW4856845,USR600538,KFC,Rolls,2023-09-18 08:53:39,29,DE88726,12.0,1490,0.0,4.6,No,Delivered,Bengaluru
SW5257488,USR594281,Barbeque Nation,Pizza,2023-09-18 12:10:15,45,DE17753,7.2,240,0.0,4.3,Yes,Delivered,Jaipur
SW9128371,USR758697,Haldiram's,Mughlai,2023-09-18 15:26:52,40,DE13135,11.0,452,0.0,,No,Delivered,Chennai
SW3529430,USR782007,Moti Mahal,Desserts,2023-09-18 18:43:28,34,DE10182,4.1,555,0.0,4.3,No,Delivered,Bengaluru
SW7732756,USR614665,Behrouz Biryani,pizza,2023-09-18 22:00:05,53,DE38027,4.8,139,30.0,2.8,Yes,Cancelled,Chennai
SW5637740,USR789339,Chaayos,Burgers,2023-09-19 01:16:41,24,DE60681,3.4,343,20.0,3.4,No,Delivered,Delhi
SW8927641,USR827943,Cafe Coffee Day,North Indian,2023-09-19 04:33:18,35,DE93189,10.7,264,20.0,3.0,No,Delivered,Bangalore
SW1596185,USR652338,KFC,CHINESE,2023-09-19 07:49:55,38,DE91041,,81,30.0,4.8,No,Delivered,delhi
SW2986529,USR931950,Pind Balluchi,south indian,2023-09-19 11:06:31,24,DE41333,,2328,50.0,4.0,No,Delivered,Kolkata
SW2045391,USR364149,McDonald's,BIRYANI,2023-09-19 14:23:08,35,DE10122,4.2,184,0.0,3.0,Yes,Delivered,Pune
SW7722830,USR309546,Smoke House Deli,North Indian,2023-09-19 17:39:44,28,DE10761,1.7,190,50.0,4.8,No,Delivered,Bangalore
SW5783685,USR626251,Barbeque Nation,chinese,2023-09-19 20:56:21,54,DE16191,5.1,82,0.0,2.3,Yes,Delivered,Bengaluru
SW2302665,USR224812,Moti Mahal,chinese,2023-09-20 00:12:57,34,DE91907,10.4,375,0.0,4.9,No,Delivered,delhi
SW6996911,USR451595,Domino's Pizza,Mughlai,2023-09-20 03:29:34,37,DE90105,5.3,196,,3.2,No,Cancelled,Delhi
SW2962285,USR366733,The Beer Cafe,North Indian,2023-09-20 06:46:10,24,DE35735,1.0,514,30.0,3.5,No,Delivered,Pune
SW2505106,USR745839,Haldiram's,Desserts,2023-09-20 10:02:47,28,DE71028,4.2,450,150.0,3.3,No,Delivered,Jaipur
SW5479646,USR801405,Haldiram's,south indian,2023-09-20 13:19:23,49,DE84439,8.7,484,0.0,3.3,Yes,Delivered,Bengaluru
SW5158887,USR950689,KFC,BIRYANI,2023-09-20 16:36:00,30,DE12696,6.0,237,0.0,4.4,No,Delivered,Jaipur
SW6287904,USR178696,McDonald's,north indian,2023-09-20 19:52:37,46,DE49047,9.0,186,20.0,,Yes,Delivered,Chennai
SW9938866,USR173709,Cafe Coffee Day,Mughlai,2023-09-20 23:09:13,32,DE28973,9.1,543,100.0,3.4,No,Delivered,delhi
SW5251401,USR172368,Box8,Fast Food,2023-09-21 02:25:50,36,DE21743,9.8,333,30.0,4.5,No,Cancelled,Pune
SW4965607,USR949000,Biryani Blues,CHINESE,2023-09-21 05:42:26,27,DE79786,9.7,1916,50.0,4.6,No,Delivered,Delhi
SW7527249,USR461922,Mainland China,Biryani,2023-09-21 08:59:03,40,DE55771,8.2,803,20.0,4.7,No,Delivered,Hyderabad
