order_id,customer_id,restaurant_name,cuisine_type,order_date,Time,delivery_time_mins,delivery_partner_id,distance_km,order_value_inr,discount_applied_inr,rating,total value ,peak_hour,order_status,city
SW7929683,USR554004,Moti Mahal,CHINESE,2023-09-17,0:07,31,DE72571,11.7,455,0,4.1,455,No,Delivered,Pune
SW9465627,USR170058,Hyderabad House,chinese,2023-09-17,3:24,36,DE25446,,229,0,4.7,229,No,Delivered,Delhi
SW6938322,USR428108,Biryani Blues,Burgers,2023-09-17,6:40,32,DE18026,11.7,225,0,3.8,225,No,Delivered,Bengaluru
SW9269872,USR561533,Hyderabad House,Continental,2023-09-17,9:57,40,DE20807,8.4,163,0,3.3,163,No,Delivered,Kolkata
SW4622932,USR141835,Domino's Pizza,Continental,2023-09-17,13:13,42,DE86275,10.8,293,30,3.3,263,Yes,Delivered,delhi
SW4595642,USR107048,Box8,south indian,2023-09-17,16:30,32,DE42167,8.8,412,0,4.2,412,No,Delivered,Chennai
SW4193740,USR492747,Pind Balluchi,Burgers,2023-09-17,19:47,49,DE98636,9.5,101,75,2.5,26,Yes,Delivered,Bengaluru
SW7771759,USR615749,Wow Momo,pizza,2023-09-17,23:03,38,DE27047,11,124,30,3.8,94,No,Cancelled,Bengaluru
SW5553852,USR712715,Punjab Grill,Desserts,2023-09-18,2:20,25,DE80194,11.1,156,,4.6,156,No,Delivered,Kolkata
SW3665384,USR898736,Wow Momo,Continental,2023-09-18,5:37,37,DE23767,3.5,174,0,3.3,174,No,Delivered,Delhi
SW4856845,USR600538,KFC,Rolls,2023-09-18,8:53,29,DE88726,12,1490,0,4.6,1490,No,Delivered,Bengaluru
SW5257488,USR594281,Barbeque Nation,Pizza,2023-09-18,12:10,45,DE17753,7.2,240,0,4.3,240,Yes,Delivered,Jaipur
SW9128371,USR758697,Haldiram's,Mughlai,2023-09-18,15:26,40,DE13135,11,452,0,,452,No,Delivered,Chennai
SW3529430,USR782007,Moti Mahal,Desserts,2023-09-18,18:43,34,DE10182,4.1,555,0,4.3,555,No,Delivered,Bengaluru
SW7732756,USR614665,Behrouz Biryani,pizza,2023-09-18,22:00,53,DE38027,4.8,139,30,2.8,109,Yes,Cancelled,Chennai
SW5637740,USR789339,Chaayos,Burgers,2023-09-19,1:16,24,DE60681,3.4,343,20,3.4,323,No,Delivered,Delhi
SW8927641,USR827943,Cafe Coffee Day,North Indian,2023-09-19,4:33,35,DE93189,10.7,264,20,3,244,No,Delivered,Bengaluru
SW1596185,USR652338,KFC,CHINESE,2023-09-19,7:49,38,DE91041,,81,30,4.8,51,No,Delivered,delhi
SW2986529,USR931950,Pind Balluchi,south indian,2023-09-19,11:06,24,DE41333,,2328,50,4,2278,No,Delivered,Kolkata
SW2045391,USR364149,McDonald's,BIRYANI,2023-09-19,14:23,35,DE10122,4.2,184,0,3,184,Yes,Delivered,Pune
SW7722830,USR309546,Smoke House Deli,North Indian,2023-09-19,17:39,28,DE10761,1.7,190,50,4.8,140,No,Delivered,Bengaluru
SW5783685,USR626251,Barbeque Nation,chinese,2023-09-19,20:56,54,DE16191,5.1,82,0,2.3,82,Yes,Delivered,Bengaluru
SW2302665,USR224812,Moti Mahal,chinese,2023-09-20,0:12,34,DE91907,10.4,375,0,4.9,375,No,Delivered,delhi
SW6996911,USR451595,Domino's Pizza,Mughlai,2023-09-20,3:29,37,DE90105,5.3,196,,3.2,196,No,Cancelled,Delhi
SW2962285,USR366733,The Beer Cafe,North Indian,2023-09-20,6:46,24,DE35735,1,514,30,3.5,484,No,Delivered,Pune
SW2505106,USR745839,Haldiram's,Desserts,2023-09-20,10:02,28,DE71028,4.2,450,150,3.3,300,No,Delivered,Jaipur
SW5479646,USR801405,Haldiram's,south indian,2023-09-20,13:19,49,DE84439,8.7,484,0,3.3,484,Yes,Delivered,Bengaluru
SW5158887,USR950689,KFC,BIRYANI,2023-09-20,16:36,30,DE12696,6,237,0,4.4,237,No,Delivered,Jaipur
SW6287904,USR178696,McDonald's,north indian,2023-09-20,19:52,46,DE49047,9,186,20,,166,Yes,Delivered,Chennai
SW9938866,USR173709,Cafe Coffee Day,Mughlai,2023-09-20,23:09,32,DE28973,9.1,543,100,3.4,443,No,Delivered,delhi
SW5251401,USR172368,Box8,Fast Food,2023-09-21,2:25,36,DE21743,9.8,333,30,4.5,303,No,Cancelled,Pune
SW4965607,USR949000,Biryani Blues,CHINESE,2023-09-21,5:42,27,DE79786,9.7,1916,50,4.6,1866,No,Delivered,Delhi
SW7527249,USR461922,Mainland China,Biryani,2023-09-21,8:59,40,DE55771,8.2,803,20,4.7,783,No,Delivered,Hyderabad
SW7934441,USR238785,Saravana Bhavan,NORTH INDIAN,2023-09-21,12:15,71,DE69363,7.2,1610,30,1.7,1580,Yes,Delivered,Jaipur
SW5197712,USR992367,Burger King,Fast Food,2023-09-21,15:32,30,DE75258,1.5,161,0,4.2,161,No,Delivered,Jaipur
SW3368066,USR905674,Sagar Ratna,CHINESE,2023-09-21,18:48,23,DE51374,2.7,116,20,3.1,96,No,Delivered,Kolkata
SW1829039,USR217666,Smoke House Deli,CHINESE,2023-09-21,22:05,33,DE60740,10.4,874,75,3.6,799,Yes,Delivered,Kolkata
SW4722375,USR876404,Barbeque Nation,Fast Food,2023-09-22,1:22,35,DE45898,10.1,2199,0,4.5,2199,No,Delivered,Hyderabad
SW7530675,USR657485,KFC,Mughlai,2023-09-22,4:38,43,DE98811,6.6,103,50,3.5,53,No,Delivered,Kolkata
SW2732083,USR985874,Subway,South Indian,2023-09-22,7:55,44,DE95062,9.8,130,100,,30,No,Delivered,Chennai
SW9531276,USR280025,McDonald's,South Indian,2023-09-22,11:11,32,DE29818,3.8,101,,4.8,101,No,Delivered,Chennai
SW8574384,USR571127,Barbeque Nation,North Indian,2023-09-22,14:28,56,DE38282,0.8,1794,150,2.2,1644,Yes,Delivered,Jaipur
SW5143045,USR202221,Cafe Coffee Day,Burgers,2023-09-22,17:45,25,DE93984,,123,0,4.8,123,No,Delivered,delhi
SW5716358,USR974679,Saravana Bhavan,chinese,2023-09-22,21:01,57,DE33378,10.3,2212,100,3.2,2112,Yes,Delivered,Bengaluru
SW8218541,USR359241,Punjab Grill,Desserts,2023-09-23,0:18,37,DE10556,1,138,30,3.2,108,No,Delivered,delhi
SW8754789,USR874799,Behrouz Biryani,Fast Food,2023-09-23,3:34,32,DE11384,1.7,115,150,4.8,-35,No,Delivered,Pune
SW3590199,USR754171,Saravana Bhavan,biryani,2023-09-23,6:51,29,DE89616,4.6,284,100,3.2,184,No,Delivered,delhi
SW2987413,USR507482,Subway,CHINESE,2023-09-23,10:08,22,DE47661,4.5,812,30,4.6,782,No,Delivered,Pune
SW1973091,USR261786,Moti Mahal,south indian,2023-09-23,13:24,67,DE71339,6.6,361,100,2.5,261,Yes,Delivered,Delhi
SW9834590,USR909637,Smoke House Deli,biryani,2023-09-23,16:41,42,DE83501,,385,0,3.9,385,No,Delivered,Chennai
SW7742556,USR840761,Haldiram's,South Indian,2023-09-23,19:58,41,DE98483,0.9,87,50,3.7,37,Yes,Delivered,Bengaluru
SW8663245,USR812725,Faasos,Burgers,2023-09-23,23:14,29,DE88817,6.8,107,20,4.4,87,No,Delivered,Chennai
SW6329016,USR776925,KFC,Fast Food,2023-09-24,2:31,30,DE95270,1.9,519,,3.5,519,No,Delivered,delhi
SW6341874,USR504450,Barbeque Nation,biryani,2023-09-24,5:47,31,DE15496,8.6,237,75,3.1,162,No,Delivered,Bengaluru
SW7595384,USR822847,Haldiram's,pizza,2023-09-24,9:04,40,DE33017,11.3,485,30,3,455,No,Delivered,Chennai
SW9235012,USR517216,Smoke House Deli,Desserts,2023-09-24,12:21,55,DE78783,12,326,20,4,306,Yes,Delivered,Hyderabad
SW4694849,USR901181,Barbeque Nation,Rolls,2023-09-24,15:37,25,DE10621,5.6,169,0,4.3,169,No,Cancelled,Delhi
SW1192593,USR171530,Pizza Hut,Biryani,2023-09-24,18:54,33,DE11455,8,553,20,4.1,533,No,Delivered,delhi
SW1343229,USR314960,Saravana Bhavan,Biryani,2023-09-24,22:10,73,DE68931,6.6,233,0,2.4,233,Yes,Delivered,Chennai
SW5951736,USR893011,Saravana Bhavan,Desserts,2023-09-25,1:27,20,DE50779,2.5,483,75,3.4,408,No,Delivered,Bengaluru
SW6973799,USR483243,Subway,North Indian,2023-09-25,4:44,35,DE38607,6,369,30,4.2,339,No,Cancelled,Chennai
SW2314181,USR640579,Smoke House Deli,south indian,2023-09-25,8:00,21,DE16733,11.3,475,0,4.1,475,No,Out for Delivery,Chennai
SW2491419,USR398748,Punjab Grill,CHINESE,2023-09-25,11:17,30,DE58850,6.5,140,0,4.9,140,No,Delivered,Bengaluru
SW5670354,USR972802,Chaayos,biryani,2023-09-25,14:33,55,DE83046,9.7,179,0,2.5,179,Yes,Delivered,Jaipur
SW2800495,USR533914,Biryani Blues,BIRYANI,2023-09-25,17:50,23,DE72765,7.2,468,100,4.3,368,No,Delivered,Chennai
SW6595459,USR679135,Behrouz Biryani,Pizza,2023-09-25,21:07,38,DE68397,6.1,207,100,4.6,107,Yes,Delivered,delhi
SW8055726,USR429687,Haldiram's,Biryani,2023-09-26,0:23,44,DE28155,1.3,457,50,3.8,407,No,Delivered,Bengaluru
SW4249887,USR475808,Saravana Bhavan,biryani,2023-09-26,3:40,28,DE83353,11.3,1722,0,3.5,1722,No,Delivered,Bengaluru
SW7355461,USR151092,Subway,Desserts,2023-09-26,6:56,23,DE20888,2,546,50,4.7,496,No,Delivered,Mumbai
SW5267666,USR363822,McDonald's,pizza,2023-09-26,10:13,26,DE46338,8.9,159,20,3.7,139,No,Delivered,Mumbai
SW1557583,USR706267,Chaayos,Chinese,2023-09-26,13:30,48,DE47382,3.9,1309,0,3.5,1309,Yes,Delivered,Mumbai
SW3364655,USR310041,Burger King,CHINESE,2023-09-26,16:46,38,DE49865,,376,100,4.9,276,No,Delivered,delhi
SW7708054,USR125422,KFC,North Indian,2023-09-26,20:03,62,DE36482,6.4,317,20,1.1,297,Yes,Delivered,Hyderabad
SW5254450,USR189742,KFC,Burgers,2023-09-26,23:20,40,DE26532,5.8,1824,0,4.5,1824,No,Delivered,Delhi
SW8640615,USR812844,Barbeque Nation,Mughlai,2023-09-27,2:36,44,DE99743,1.5,147,0,,147,No,Delivered,Delhi
SW6509513,USR150865,Wow Momo,Burgers,2023-09-27,5:53,-5,DE70817,2.4,742,30,3.7,712,No,Delivered,Jaipur
SW4842682,USR925118,McDonald's,Burgers,2023-09-27,9:09,21,DE68851,11.2,269,30,4.8,239,No,Delivered,Delhi
SW7061138,USR260127,Faasos,Thai,2023-09-27,12:26,58,DE70593,5.4,230,100,2.7,130,Yes,Delivered,Mumbai
SW5119272,USR548912,The Beer Cafe,Rolls,2023-09-27,15:43,30,DE18428,4.9,542,0,,542,No,Delivered,Mumbai
SW3928794,USR973924,Biryani Blues,Desserts,2023-09-27,18:59,20,DE95901,6.4,674,0,,674,No,Delivered,delhi
SW3306189,USR606175,Haldiram's,Mughlai,2023-09-27,22:16,63,DE43327,3.2,1800,0,1.5,1800,Yes,Delivered,Jaipur
SW7724022,USR311840,Behrouz Biryani,Thai,2023-09-28,1:32,20,DE46536,1.5,593,0,4.1,593,No,Delivered,Bengaluru
SW2251035,USR440519,Paradise Biryani,pizza,2023-09-28,4:49,44,DE49637,10.8,596,20,4.9,576,No,Delivered,Kolkata
SW5366280,USR552504,Box8,Desserts,2023-09-28,8:06,26,DE90571,2.1,465,20,3.3,445,No,Cancelled,Chennai
SW7265249,USR520806,Paradise Biryani,Desserts,2023-09-28,11:22,21,DE94478,7.8,492,100,4.9,392,No,Delivered,Kolkata
SW3959255,USR340305,Vaango,Burgers,2023-09-28,14:39,54,DE45602,8.5,569,30,3.7,539,Yes,Delivered,Chennai
SW6437103,USR468551,Burger King,Pizza,2023-09-28,17:55,25,DE21999,0.6,435,50,4.1,385,No,Delivered,Jaipur
SW8052759,USR310915,Pizza Hut,Thai,2023-09-28,21:12,46,DE49448,9,493,50,,443,Yes,Delivered,Pune
SW7497094,USR766199,Barbeque Nation,Pizza,2023-09-29,0:29,23,DE80210,,125,20,3.5,105,No,Delivered,Bengaluru
SW6967990,USR454923,Saravana Bhavan,Fast Food,2023-09-29,3:45,20,DE42668,10.3,1225,30,4.6,1195,No,Delivered,Hyderabad
SW8231320,USR297198,The Beer Cafe,biryani,2023-09-29,7:02,34,DE46909,5.1,138,0,4.7,138,No,Cancelled,Mumbai
SW1286450,USR893964,Mainland China,Pizza,2023-09-29,10:18,32,DE85769,0.7,277,,4.9,277,No,Delivered,Kolkata
SW1548177,USR918045,Biryani Blues,Continental,2023-09-29,13:35,56,DE82769,11,440,30,4,410,Yes,Delivered,delhi
SW6235208,USR915898,Biryani Blues,north indian,2023-09-29,16:52,32,DE39913,10.1,429,,4.7,429,No,Delivered,delhi
SW3431384,USR977550,Smoke House Deli,south indian,2023-09-29,20:08,41,DE68047,11.3,246,0,4.7,246,Yes,Delivered,Bengaluru
SW5542906,USR172970,Sagar Ratna,north indian,2023-09-29,23:25,36,DE87673,11.8,276,75,,201,No,Delivered,Delhi
SW3912188,USR773895,Biryani Blues,north indian,2023-09-30,2:42,36,DE62685,3.1,381,0,3.5,381,No,Delivered,Bengaluru
SW7739443,USR113834,Vaango,north indian,2023-09-30,5:58,31,DE21221,3.7,146,20,3.4,126,No,Delivered,Hyderabad
SW2146731,USR999121,Social,Fast Food,2023-09-30,9:15,21,DE43814,,398,30,3.2,368,No,Delivered,Hyderabad
SW3891214,USR648936,Punjab Grill,BIRYANI,2023-09-30,12:31,52,DE51375,1.5,1911,0,2.1,1911,Yes,Delivered,Kolkata
SW8459398,USR289549,Mainland China,biryani,2023-09-30,15:48,27,DE73970,11.6,496,100,3.9,396,No,Cancelled,Mumbai
SW3669926,USR206969,Wow Momo,Mughlai,2023-09-30,19:05,53,DE15548,9.1,281,0,2.8,281,Yes,Delivered,Kolkata
SW2610119,USR400278,Biryani Blues,BIRYANI,2023-09-30,22:21,59,DE98798,1,403,50,,353,Yes,Cancelled,Hyderabad
SW7589702,USR727170,Subway,BIRYANI,2023-10-01,1:38,34,DE94234,8.3,598,50,3.4,548,No,Delivered,Jaipur
SW2320335,USR371225,Biryani Blues,South Indian,2023-10-01,4:54,42,DE62589,2.1,363,30,4.1,333,No,Delivered,Mumbai
SW1240214,USR379925,KFC,Rolls,2023-10-01,8:11,23,DE31340,9.5,300,0,4.5,300,No,Cancelled,Pune
SW9582705,USR489361,Chaayos,North Indian,2023-10-01,11:28,20,DE30574,8.1,552,0,3.6,552,No,Delivered,Bengaluru
SW7864292,USR279726,Paradise Biryani,CHINESE,2023-10-01,14:44,63,DE86090,6.9,415,30,2.2,385,Yes,Delivered,Chennai
SW9483539,USR726908,Moti Mahal,BIRYANI,2023-10-01,18:01,32,DE68825,4.4,573,30,3.1,543,No,Delivered,Hyderabad
SW9337007,USR842101,Subway,NORTH INDIAN,2023-10-01,21:17,43,DE44232,8.6,833,150,4.9,683,Yes,Delivered,delhi
SW5627115,USR304581,Behrouz Biryani,Rolls,2023-10-02,0:34,41,DE17721,3.8,404,75,3.4,329,No,Delivered,Kolkata
SW8799729,USR570389,Moti Mahal,BIRYANI,2023-10-02,3:51,20,DE62336,0.8,310,,4.7,310,No,Delivered,Chennai
SW1977661,USR360036,Saravana Bhavan,Rolls,2023-10-02,7:07,43,DE96461,11,480,0,4.1,480,No,Delivered,Kolkata
SW9824934,USR885510,Subway,biryani,2023-10-02,10:24,40,DE50469,1.8,297,30,3.2,267,No,Delivered,Bengaluru
SW1082146,USR425914,Cafe Coffee Day,Thai,2023-10-02,13:41,45,DE18074,9.5,286,0,3.9,286,Yes,Delivered,Chennai
SW3059122,USR514156,Pizza Hut,Rolls,2023-10-02,16:57,30,DE54162,4.8,110,0,3.9,110,No,Delivered,Hyderabad
SW1110531,USR987944,Haldiram's,CHINESE,2023-10-02,20:14,67,DE18395,5.7,200,,2.3,200,Yes,Delivered,Delhi
SW6394700,USR722771,Vaango,CHINESE,2023-10-02,23:30,24,DE93648,,95,30,4.2,65,No,Delivered,Chennai
SW3740460,USR271609,Social,Fast Food,2023-10-03,2:47,25,DE48317,2.1,169,30,4.6,139,No,Delivered,Jaipur
SW6769423,USR658240,Sagar Ratna,chinese,2023-10-03,6:04,34,DE46983,1.1,334,,4.1,334,No,Delivered,Kolkata
SW7793036,USR587952,Udipi Palace,Pizza,2023-10-03,9:20,40,DE64533,0.7,1200,75,4.4,1125,No,Delivered,Hyderabad
SW8293058,USR659775,Wow Momo,north indian,2023-10-03,12:37,43,DE95449,7.2,284,0,3.4,284,Yes,Delivered,Hyderabad
SW5161352,USR709820,Box8,Rolls,2023-10-03,15:53,20,DE84252,10.8,514,,4.1,514,No,Delivered,Bengaluru
SW5997482,USR389817,Paradise Biryani,pizza,2023-10-03,19:10,55,DE46745,3.1,520,30,,490,Yes,Delivered,Chennai
SW9488918,USR151403,McDonald's,Burgers,2023-10-03,22:27,51,DE16268,1.4,271,30,,241,Yes,Delivered,Hyderabad
SW8598871,USR939411,Hyderabad House,Burgers,2023-10-04,1:43,27,DE84640,,176,0,4.5,176,No,Delivered,Bengaluru
SW3092090,USR949822,Paradise Biryani,Rolls,2023-10-04,5:00,22,DE11801,6.2,575,75,3.8,500,No,Delivered,Chennai
SW4477531,USR678675,Mainland China,north indian,2023-10-04,8:16,31,DE54487,8.9,350,30,3.4,320,No,Delivered,Jaipur
SW3695503,USR160053,Pind Balluchi,NORTH INDIAN,2023-10-04,11:33,33,DE67464,2.8,212,20,4.4,192,No,Delivered,Pune
SW4093676,USR850041,Chaayos,Thai,2023-10-04,14:50,70,DE30633,,1200,0,2.5,1200,Yes,Delivered,Mumbai
SW1855338,USR323840,McDonald's,Biryani,2023-10-04,18:06,20,DE19281,1.3,173,0,,173,No,Cancelled,Jaipur
SW7620697,USR906415,Sagar Ratna,Pizza,2023-10-04,21:23,54,DE11812,,166,150,3,16,Yes,Delivered,Kolkata
SW1259767,USR886887,Mainland China,Thai,2023-10-05,0:39,24,DE92169,7.9,352,150,5,202,No,Delivered,Hyderabad
SW5495653,USR911258,McDonald's,BIRYANI,2023-10-05,3:56,34,DE31447,3.2,227,20,4.8,207,No,cancelled,Delhi
SW9706880,USR116303,Mainland China,Fast Food,2023-10-05,7:13,21,DE24191,1.1,1367,0,,1367,No,Delivered,Bengaluru
SW9903821,USR380810,Subway,pizza,2023-10-05,10:29,24,DE62079,1.5,130,50,3.5,80,No,Delivered,Chennai
SW8864182,USR449037,Pizza Hut,biryani,2023-10-05,13:46,52,DE24167,10.6,1101,0,2.9,1101,Yes,Delivered,Pune
SW2237605,USR427823,Vaango,Chinese,2023-10-05,17:03,35,DE15908,0.5,1050,,3.1,1050,No,Delivered,Bengaluru
SW3615057,USR995548,Subway,BIRYANI,2023-10-05,20:19,42,DE66768,3.6,580,75,4.7,505,Yes,Delivered,Bengaluru
SW5905291,USR778401,Udipi Palace,North Indian,2023-10-05,23:36,25,DE23655,11.8,126,0,4.8,126,No,Delivered,Mumbai
SW4757109,USR588525,Barbeque Nation,NORTH INDIAN,2023-10-06,2:52,40,DE82171,4.9,588,0,4.7,588,No,Delivered,Bengaluru
SW1551866,USR752558,Wow Momo,Fast Food,2023-10-06,6:09,37,DE11595,1.9,405,100,3.7,305,No,Delivered,Kolkata
SW1494634,USR119479,Sagar Ratna,Continental,2023-10-06,9:26,21,DE29687,1.2,412,0,,412,No,Delivered,Pune
SW7284768,USR286403,Barbeque Nation,south indian,2023-10-06,12:42,55,DE10565,11.3,209,0,2.7,209,Yes,Delivered,Kolkata
SW3690787,USR247521,Hyderabad House,NORTH INDIAN,2023-10-06,15:59,41,DE10160,10.6,583,20,4.4,563,No,cancelled,Delhi
SW8019585,USR341377,Subway,Chinese,2023-10-06,19:15,48,DE31758,1.5,1313,150,3.5,1163,Yes,Cancelled,Pune
SW8660389,USR975421,Behrouz Biryani,South Indian,2023-10-06,22:32,57,DE18397,7.3,1784,100,3.6,1684,Yes,Delivered,Pune
SW5852790,USR342927,Domino's Pizza,CHINESE,2023-10-07,1:49,25,DE21817,,483,50,4.6,433,No,Delivered,Delhi
SW5388926,USR645124,Punjab Grill,Mughlai,2023-10-07,5:05,34,DE30285,8.6,591,30,4.4,561,No,Delivered,Kolkata
SW3717383,USR288297,Behrouz Biryani,Continental,2023-10-07,8:22,36,DE55570,2.1,241,20,4.4,221,No,Delivered,Jaipur
SW7946950,USR175941,Pizza Hut,pizza,2023-10-07,11:38,23,DE11431,2.5,153,20,4.3,133,No,Delivered,Kolkata
SW4198468,USR437797,Udipi Palace,Continental,2023-10-07,14:55,53,DE67497,11.3,530,30,2.2,500,Yes,Delivered,Bengaluru
SW5010691,USR627663,Cafe Coffee Day,biryani,2023-10-07,18:12,43,DE45863,7.8,411,0,3.3,411,No,Delivered,Pune
SW1892883,USR161140,Behrouz Biryani,north indian,2023-10-07,21:28,43,DE58076,4.6,543,0,3.5,543,Yes,Delivered,Pune
SW9128778,USR823378,Cafe Coffee Day,North Indian,2023-10-08,0:45,44,DE23837,10.3,407,0,4.1,407,No,Delivered,Jaipur
SW5437523,USR240817,The Beer Cafe,Continental,2023-10-08,4:01,38,DE58714,6.6,332,50,4.6,282,No,Delivered,Kolkata
SW3034854,USR225269,Moti Mahal,chinese,2023-10-08,7:18,28,DE17235,1.8,591,0,4.3,591,No,Delivered,Bengaluru
SW3495907,USR872890,Biryani Blues,north indian,2023-10-08,10:35,30,DE92661,9.3,354,50,3.8,304,No,Delivered,Hyderabad
SW3339002,USR241879,Social,south indian,2023-10-08,13:51,48,DE18890,10.2,334,20,2.3,314,Yes,Delivered,Kolkata
SW9801829,USR651268,Faasos,pizza,2023-10-08,17:08,22,DE16027,1.1,405,30,3.7,375,No,Delivered,Mumbai
SW9704868,USR651304,Burger King,pizza,2023-10-08,20:25,49,DE43254,,1529,0,2,1529,Yes,Cancelled,Chennai
SW8497032,USR299534,Barbeque Nation,South Indian,2023-10-08,23:41,41,DE97040,3.1,392,20,4.5,372,No,Delivered,Mumbai
SW5786883,USR912345,Moti Mahal,NORTH INDIAN,2023-10-09,2:58,43,DE52189,2.2,345,,,345,No,Delivered,Jaipur
SW5747448,USR867891,Pind Balluchi,Chinese,2023-10-09,6:14,30,DE64741,8.6,329,50,3.1,279,No,Out for Delivery,Jaipur
SW4603781,USR731935,Moti Mahal,pizza,2023-10-09,9:31,20,DE63143,1.5,450,50,3.8,400,No,Delivered,Mumbai
SW5085655,USR717882,Cafe Coffee Day,Desserts,2023-10-09,12:48,54,DE92508,1.6,354,,,354,Yes,Delivered,delhi
SW4504901,USR973212,Paradise Biryani,Mughlai,2023-10-09,16:04,42,DE60564,12,663,0,3.2,663,No,Delivered,Kolkata
SW4368908,USR305727,Sagar Ratna,north indian,2023-10-09,19:21,55,DE54376,6.8,147,0,2.5,147,Yes,Delivered,delhi
SW9614187,USR988843,Burger King,pizza,2023-10-09,22:37,58,DE38844,5,151,,3.6,151,Yes,Delivered,Bengaluru
SW7911291,USR783346,Biryani Blues,Pizza,2023-10-10,1:54,41,DE85604,4.4,638,20,4.4,618,No,Delivered,Delhi
SW6531301,USR980481,Haldiram's,Rolls,2023-10-10,5:11,33,DE49859,5.8,358,50,3.8,308,No,cancelled,Bengaluru
SW4071319,USR900764,Social,south indian,2023-10-10,8:27,34,DE46764,3.5,267,0,4.6,267,No,Delivered,Chennai
SW5573910,USR202010,Biryani Blues,Chinese,2023-10-10,11:44,29,DE22658,,188,20,3.7,168,No,Delivered,Bengaluru
SW5088736,USR713028,Wow Momo,south indian,2023-10-10,15:00,35,DE25130,11.2,558,50,3.9,508,No,Delivered,Mumbai
SW7300067,USR366124,Chaayos,BIRYANI,2023-10-10,18:17,31,DE69449,11.6,249,0,,249,No,Delivered,Delhi
SW8566585,USR848382,Subway,biryani,2023-10-10,21:34,54,DE45665,11,454,20,2.3,434,Yes,Delivered,delhi
SW9126681,USR644649,Hyderabad House,BIRYANI,2023-10-11,0:50,29,DE32652,11.2,300,20,4.2,280,No,Delivered,Bengaluru
SW5249626,USR102189,Smoke House Deli,Continental,2023-10-11,4:07,25,DE11921,5.6,530,30,3.5,500,No,Delivered,Kolkata
SW3206725,USR858683,The Beer Cafe,Burgers,2023-10-11,7:23,38,DE38138,3.7,510,0,4.3,510,No,Delivered,Jaipur
SW2235449,USR964014,Sagar Ratna,Chinese,2023-10-11,10:40,42,DE28781,4.6,252,0,4.6,252,No,Delivered,Mumbai
SW8835355,USR850031,Behrouz Biryani,south indian,2023-10-11,13:57,53,DE41745,9.3,107,30,3.4,77,Yes,Delivered,Chennai
SW5378373,USR862838,KFC,south indian,2023-10-11,17:13,38,DE77954,2.1,487,0,3,487,No,Delivered,Bengaluru
SW9546935,USR309792,Sagar Ratna,north indian,2023-10-11,20:30,65,DE71682,0.6,298,30,1.5,268,Yes,Delivered,Kolkata
SW6565608,USR270142,Saravana Bhavan,Thai,2023-10-11,23:47,38,DE97069,8.7,933,0,4,933,No,Out for Delivery,Hyderabad
SW4819097,USR105956,Mainland China,Fast Food,2023-10-12,3:03,26,DE42127,6.4,202,100,4.6,102,No,Delivered,Mumbai
SW6774701,USR553857,Moti Mahal,biryani,2023-10-12,6:20,28,DE65410,9,525,50,3.4,475,No,Delivered,delhi
SW7339689,USR808655,Chaayos,South Indian,2023-10-12,9:36,36,DE51100,7.8,1753,100,3.6,1653,No,Delivered,Mumbai
SW9037113,USR215739,Haldiram's,Mughlai,2023-10-12,12:53,51,DE26224,2.3,435,0,2.7,435,Yes,Delivered,Chennai
SW5005020,USR699921,KFC,Continental,2023-10-12,16:10,27,DE95240,,492,20,3.6,472,No,Delivered,Delhi
SW5594548,USR116111,Pizza Hut,Continental,2023-10-12,19:26,55,DE73362,11.7,341,0,3.1,341,Yes,Delivered,Pune
SW6893116,USR833756,Chaayos,Chinese,2023-10-12,22:43,60,DE48816,7.3,280,0,3,280,Yes,Delivered,Delhi
SW7294515,USR995170,Social,pizza,2023-10-13,1:59,42,DE71310,2.9,82,50,4.4,32,No,Cancelled,delhi
SW9175864,USR523249,Barbeque Nation,South Indian,2023-10-13,5:16,32,DE64906,2.6,374,0,4.8,374,No,Delivered,delhi
SW4314555,USR559506,Moti Mahal,Pizza,2023-10-13,8:33,28,DE21978,,787,30,3.1,757,No,Delivered,delhi
SW6796359,USR113408,Social,north indian,2023-10-13,11:49,27,DE82118,8.6,2359,30,3.7,2329,No,Delivered,Jaipur
SW9107387,USR140458,Box8,Rolls,2023-10-13,15:06,32,DE56228,9.9,1335,75,3.3,1260,No,Delivered,Kolkata
SW8080460,USR409187,Haldiram's,Fast Food,2023-10-13,18:22,32,DE63993,2.3,1080,0,3.2,1080,No,Delivered,Pune
SW6994216,USR954223,Mainland China,Chinese,2023-10-13,21:39,68,DE55222,11.8,228,150,2.8,78,Yes,Delivered,Pune
SW6868582,USR530720,Subway,Burgers,2023-10-14,0:56,36,DE44397,,534,0,4,534,No,Delivered,Jaipur
SW6229884,USR459254,Faasos,Desserts,2023-10-14,4:12,39,DE81245,4.8,2062,100,4.2,1962,No,Delivered,Chennai
SW8000606,USR997048,Saravana Bhavan,Thai,2023-10-14,7:29,24,DE65718,4,608,150,3.2,458,No,Delivered,Pune
SW4986625,USR837580,Vaango,Fast Food,2023-10-14,10:46,44,DE51904,9.1,589,0,4.8,589,No,Delivered,Hyderabad
SW8070095,USR703138,Mainland China,CHINESE,2023-10-14,14:02,62,DE18753,6.5,186,20,,166,Yes,Delivered,Mumbai
SW8593498,USR551820,Pizza Hut,north indian,2023-10-14,17:19,30,DE97276,4.6,143,0,4.5,143,No,Out for Delivery,Delhi
